id,flag
fb2f2659a15545a8bd54d543a6d09b63,0
fc82f947e7674fbf92be4910afc147eb,0
5b8e2c0aca1a4a8a9ac9416dafdea83f,0
ea7cadf376fd494fb98e78f5a5306972,0
2f3e53022a204242bd2623d69aac8353,0
62145a68521545998121bc05aa8d864b,0
28148b0f526844a89ec4b9c27a7bce14,0
e6888e4b36474e8ea72250061940e966,0
472bdae5aa914531812d16a32cc17aac,0
3be38db244e74768beb2188a0d4ff861,0
2f222ffc5a7b495a8ec33785754249be,0
0f185235ef074eb8ac19dd4c325d68d3,0
74548fb608b54e3e83104d3f0cbe39fc,0
5f3e338754eb497c8da59906e5ef78e3,0
c1a132dc26354a1786d177f70532a85d,0
8681cbd93eb74daca20f049f9e63acdc,0
f30df57cc95b48c7ba68e7eaa38dbe60,0
1a8e053a7e8c42d8af1679a241db30d0,0
964cb18e1f76499082b1fb8864b9a246,0
3f2d4f85e8ad43949a342e9bce0cce0c,0
bfa7532eefc24356945bb8cd8582a1ed,0
d5ce134980ef479a9268234b9d382a8e,0
4192168479bf4d6fa4bb599762149a22,0
a9c419bb29764e7ca0b5a1498c0281e9,0
d23117c59a4b48c9b936752b4fde414d,0
b4cf2d4d2ea449f2bd5d53c0aeebf4d3,0
ece607966da74a499d53a4b3fa670eb2,0
ff27fd9c1f0946508f6044651e32b4f9,0
31f65622557b4626ae610796ca55fa90,0
f38914d2c6fd464ab01d4e3bb0c73d59,0
101708f28cf34a89b179b53943cb3202,0
4b4397794adf4230aabe8b8bb0cc9d52,0
88b6d49c9c1641a4afe21aca5ae127e0,0
b70d8b32ef914c3e9680b3b269efc9e1,0
7b35c321601842cbba3856e00e989d14,0
3163bdf5cd4945d7a65d96a397c97489,0
e5fcc9e0e9684ce2819578b03e589cb3,0
257200631a6143e09ff55fa3e11896d1,0
6c7f7d3179884f79b825239d40ae0396,0
02620fdf2dab4123b4a1da3466b5e054,0
10cdd5b6ebd746b09ca3e44367534868,0
e3d959a877c644cfb92dd4dadcdaac14,0
247d5070ec264eb781202aac25262b94,0
5e274afbe3774557ae4c77e66e2bad77,0
547dba64f7e349beb23543d6c4a88cc1,0
dfc87e7fdd124e0aa83d1b1f13e6a496,0
ccb3add940bf45c6864c2ba4421c2f60,0
60e40d3dfbfd4bf9a8fb1b8550b1e183,0
bf9bb1da2716482cb4f4ea3fae75edc7,0
c49806cd1561499ebb839f774e4bd2ff,0
4dbdf8343b2747e58bfb2553f2ac02eb,0
c40a20b760234575ba73464ef733fd18,0
c1a52ce494b24a94815fbdd018b4d3ac,0
2f2ac4fc321b4036939f68db78281e9b,0
c6ba4b283fa646eba1ba336e53557134,0
3e8bd72cc64c45148d47b6a790392a9d,0
fabaafca407948d7a12d44c603640089,0
5240974067ae4517b8963a7125843851,0
cec8e77e390943c5b55b1577467aa2fc,0
4e33566030254325bbe635b731fed4b3,0
920be9cca15247798266ba7ef7d0425a,0
28810e3bd8424d64971ec97021bed30f,0
eef91910b2d744e7959ec389b612e660,0
6625efec435349bebca876e5b696458e,0
d0b8117a565944aaaf64ec875952ecb8,0
c1a6cfae9c97437cb2f69df89bedd5b8,0
2f8711a45ab34d7fb99c3292c05f0a72,0
1f934c78fbff4110b75ee056d6dad081,0
6dcc9f403e1b48a5a370dc1fdc21fc8e,0
a7668f940d3f4c4eb66f264108ca70e4,0
05b25c4f213b4599a08cadb2745dbb57,0
c918b44943d64d02a58254ca6dff8f8d,0
64ae07ca9efa45908e937e203b6fb9ed,0
b4b33d7342374c548be5e548e4389f0c,0
5a0988c294eb4e569c698c6a91691717,0
aba3ed8f25ec409b80abef9e3b7d8065,0
4e79b074fd034926a8d8d8c513601c71,0
d920eaf20e8f449ab5739b4d132cf495,0
8bccfe851edf42b6bbdfc68503126a7e,0
4624a9ef427d4cc4be0084b7251b1bb8,0
fdb05251da7549f5afc1f13947a3353a,0
75b7b83633254240b85b29d753a658f5,0
b29be8cf9cba40f792b3943207fab651,0
75eb3f92834a4156bccb76a8b6c8b9c7,0
943543b1566843dbaed8c66d7eff3a01,0
7b166c5898c5467c86e6721000f6b9bb,0
cea467842e4f40d29eba9aaaf68e45cc,0
fe8262d75a20475ebd95319fe1c8fc39,0
7469a69327f045d89fa9f41238f0d132,0
322ac9cf888046d4ac42d2bd17048317,0
9c81e8d49c5b4cefb4ab9113f15b2748,0
43d4e2e7962c4e208310a3a88571ef05,0
329fcc312d4048819f36049fca5bfcf2,0
032b6ea318d64359856463233973fd6f,0
879225f72f4b42179decbd1334de2a7f,0
d884407fa3114dd7a2158599c705e53c,0
8539dc0b31df47a8a162f180b0c8e277,0
7fb47d5d84744e32a473de8a0bfad7e9,0
0e8b8fa7971d4547b146a99a334b8fbf,0
e07a73f6b1834a91ac32faada7f0eb2c,0
b8a776c63d254ff485671ae1a9381732,0
d842e38310f74bbca30c90e9709e1c14,0
038dfc0c175242ca8354da44cffd65eb,0
fc2027b9b27a47e6b7817ef3717bece2,0
927367f5218b46ddaa3dccf000a9c3f9,0
d3d9a8402ea344cd9a6a36936a959b5c,0
5a2822a81f434c6d8061c35d6e98e919,0
1451911395894d2881be01f9b004af48,0
bb110630b6c34b408ede69c5b7566b86,0
f1ae4960e06249a28637f5e1187b080f,0
02d6d2f37b8648dca32e063efe3d39cd,0
3fa66806048c4a6aa416acc7bbe68085,0
a252570890204cfd940665cd52301fed,0
34ac8e4b458743ffad55da107ee06103,0
b8168c948996445bbb00313f2f3ca6a4,0
90092cddc429462cbd894aa96af1b821,0
e6ecec2a31d145cabf074aa6d9fa124e,0
9b4d4fb5186446c2aeef07db266bf506,0
b72bab6ca52644c89216805a7624e4ff,0
5eb985ee230b46b0b9543d07633563fd,0
8818a81885054391a7e7db025bda746b,0
ae424daf046742cab1384588bd8080d7,0
